Date,Category,Sales Revenue,Cost of Goods Sold (COGS),Quantity Sold,Profit,Market Share,Consumer Preference Index,Growth Rate (%),Marketing Spend,Customer Satisfaction,Competitor,Competitor Sales Revenue,Competitor Market Share,Location,Age Group,Seasonality,Sales Channel,Discount/Promotion,Return Rate (%)
2020-06-29,Home Goods,611516.15,317289.13,3570,294227.02,38.48,87,6.92,64202.88,4.0,Competitor C,615924.1,28.48,Europe,26-35,Seasonal,In-Store,No,4.11
2021-04-25,Sports & Outdoors,100760.08,49471.51,2057,51288.57,33.41,90,7.94,56631.09,4.1,Competitor C,608163.81,14.58,South America,51-65,Year-Round,Both,Yes,6.76
2017-12-14,Sports & Outdoors,907969.08,363245.18,783,544723.9,42.05,79,13.93,70591.84,4.9,Competitor C,639555.04,7.54,North America,51-65,Year-Round,In-Store,Yes,6.53
2020-02-13,Sports & Outdoors,987854.69,546476.35,2468,441378.34,40.86,62,15.86,69817.56,4.1,Competitor C,749277.81,20.49,Africa,51-65,Year-Round,Both,Yes,5.64
2022-03-23,Electronics,114325.16,62907.14,4296,51418.02,38.12,81,10.63,50521.02,4.3,Competitor B,792296.39,17.04,North America,36-50,Year-Round,Both,No,7.98
2019-12-30,Home Goods,588483.64,284894.89,3010,303588.75,46.69,60,7.55,14064.65,4.5,Competitor C,638634.96,25.82,Africa,36-50,Seasonal,Online,Yes,7.99
2023-11-28,Beauty,164489.52,68532.02,3852,95957.5,25.46,76,6.98,88627.72,4.3,Competitor A,783962.81,19.77,South America,36-50,Year-Round,Both,No,8.41
2021-03-25,Sports & Outdoors,718856.15,292469.16,4239,426386.99,11.92,84,10.83,10581.98,4.6,Competitor C,798836.93,9.39,Africa,26-35,Year-Round,Online,Yes,9.12
2017-07-29,Clothing,828536.22,493396.85,4441,335139.37,29.93,81,12.43,92321.28,3.7,Competitor C,580283.76,27.46,Europe,51-65,Seasonal,Online,No,4.08
2017-01-31,Sports & Outdoors,923622.43,391983.27,3963,531639.16,44.04,71,15.4,25495.32,4.8,Competitor A,745646.27,27.08,Asia,36-50,Year-Round,Both,Yes,2.03
2019-03-17,Home Goods,317830.44,137375.66,3117,180454.78,26.1,82,7.49,72319.92,4.3,Competitor B,592585.87,11.27,South America,26-35,Year-Round,Online,Yes,7.6
2018-03-28,Beauty,771596.34,373943.07,1564,397653.27,32.81,70,15.16,55194.7,4.1,Competitor A,775699.49,24.59,North America,18-25,Seasonal,Online,No,6.45
2018-08-05,Electronics,683566.8,315978.96,4943,367587.84,26.17,88,9.9,82664.87,4.2,Competitor C,568559.25,5.87,North America,65+,Seasonal,In-Store,No,8.54
2024-09-08,Electronics,609634.48,280925.02,4486,328709.46,12.43,75,6.52,23516.18,3.7,Competitor C,780532.46,23.24,North America,18-25,Seasonal,In-Store,Yes,6.56
2019-03-28,Sports & Outdoors,159698.12,74086.8,3954,85611.32,16.68,63,16.71,66779.44,3.5,Competitor B,507147.49,14.43,Africa,36-50,Year-Round,In-Store,Yes,2.88
2022-02-04,Electronics,289145.15,165016.17,2276,124128.98,36.75,86,9.15,28060.76,4.4,Competitor B,788270.43,24.61,Africa,65+,Seasonal,In-Store,Yes,3.8
2019-02-02,Home Goods,534592.8,277458.22,4301,257134.58,34.96,70,14.08,31633.2,3.8,Competitor C,688443.96,15.49,Asia,18-25,Seasonal,Both,Yes,6.91
2023-11-10,Beauty,587762.91,259762.59,2608,328000.32,42.0,77,7.68,32127.51,4.6,Competitor A,732640.65,27.31,Europe,51-65,Year-Round,Online,Yes,6.26
2019-08-09,Clothing,326191.37,160776.13,3270,165415.24,43.31,65,7.86,87264.27,5.0,Competitor A,767157.14,21.9,Asia,36-50,Seasonal,Online,Yes,5.4
2023-09-29,Home Goods,828388.19,474401.16,1187,353987.03,46.58,80,11.81,47769.55,4.9,Competitor C,768302.06,5.44,North America,36-50,Seasonal,Both,No,6.46
2021-04-09,Electronics,824717.86,406488.38,749,418229.48,35.15,68,19.95,29934.93,4.7,Competitor B,630527.14,27.64,Africa,51-65,Seasonal,Both,No,5.98
2020-09-06,Electronics,431987.01,211904.11,2370,220082.9,21.24,72,10.89,24627.12,3.6,Competitor B,732878.34,24.02,South America,26-35,Year-Round,Both,No,9.07
2018-04-29,Electronics,736662.89,428194.73,4563,308468.16,43.05,85,17.7,98823.81,4.9,Competitor A,642890.6,29.68,North America,65+,Year-Round,Online,No,3.58
2023-07-28,Beauty,150589.33,85515.65,3822,65073.68,18.63,73,14.36,41752.07,4.4,Competitor C,616058.45,29.05,Africa,36-50,Year-Round,In-Store,Yes,9.81
2022-08-29,Home Goods,386918.47,197983.49,4220,188934.98,49.75,87,8.59,45506.55,3.9,Competitor B,651340.23,7.11,Africa,26-35,Seasonal,Online,Yes,4.16
2020-02-20,Home Goods,100840.09,41409.94,1842,59430.15,44.69,83,6.92,29720.86,4.3,Competitor B,595240.99,18.62,Europe,36-50,Year-Round,In-Store,No,7.82
2017-03-30,Beauty,553845.56,303589.43,2077,250256.13,42.15,63,16.98,22532.08,4.0,Competitor B,694640.35,26.09,North America,51-65,Year-Round,Both,No,3.06
2021-02-22,Home Goods,915818.12,408789.03,3783,507029.09,41.05,89,18.1,27987.7,3.7,Competitor A,519888.43,8.07,South America,51-65,Seasonal,Both,No,9.51
2019-06-11,Sports & Outdoors,199642.79,111168.45,831,88474.34,46.19,87,16.3,23682.08,4.5,Competitor B,740606.68,22.25,Africa,18-25,Year-Round,Online,No,9.1
2021-03-24,Beauty,756140.36,436131.23,2346,320009.13,15.26,70,16.63,96389.88,3.8,Competitor C,612340.77,13.84,North America,26-35,Year-Round,In-Store,Yes,1.81
2024-03-01,Beauty,640882.31,367705.76,793,273176.55,44.94,89,17.76,30159.23,3.8,Competitor B,621047.44,18.83,North America,36-50,Seasonal,Both,No,9.46
2022-12-21,Clothing,602365.48,279899.36,3852,322466.12,27.45,94,16.19,44840.45,4.1,Competitor C,508245.38,27.98,Africa,18-25,Seasonal,In-Store,Yes,7.24
2021-07-27,Sports & Outdoors,710908.25,379513.56,1818,331394.69,41.14,94,9.56,51491.28,4.5,Competitor B,716918.16,11.25,Africa,36-50,Year-Round,In-Store,No,7.75
2018-12-02,Home Goods,339443.94,136147.13,894,203296.81,40.55,93,11.64,76959.18,4.6,Competitor A,565944.21,27.23,Asia,18-25,Seasonal,Online,No,3.51
2019-03-06,Sports & Outdoors,114701.6,64980.45,1079,49721.15,35.43,67,14.44,30944.49,4.3,Competitor A,794158.16,15.1,Africa,26-35,Year-Round,Online,Yes,6.67
2020-08-28,Clothing,557344.32,302074.43,3057,255269.89,16.98,70,5.3,46433.28,3.5,Competitor C,620754.38,27.8,South America,65+,Seasonal,In-Store,Yes,2.53
2019-01-26,Clothing,411454.91,194285.47,1326,217169.44,12.69,92,18.83,50261.13,4.8,Competitor C,779144.26,18.85,North America,65+,Year-Round,Online,No,6.2
2024-05-29,Electronics,121714.09,59232.02,4163,62482.07,37.65,84,11.59,88457.56,3.8,Competitor A,521218.28,20.39,South America,65+,Seasonal,In-Store,No,1.3
2021-11-13,Electronics,705296.32,286852.66,3629,418443.66,48.68,89,14.89,89882.03,4.1,Competitor B,568133.35,29.57,Europe,36-50,Seasonal,Online,No,9.84
2022-11-15,Electronics,139082.49,82715.55,2715,56366.94,19.31,72,8.74,88794.44,3.5,Competitor B,626825.31,23.85,South America,51-65,Year-Round,Online,No,3.51
2018-03-11,Beauty,225626.32,102665.73,1307,122960.59,39.03,73,19.12,18558.82,4.2,Competitor C,789092.87,16.97,Africa,18-25,Seasonal,In-Store,No,7.4
2022-01-18,Sports & Outdoors,705810.31,283869.78,1521,421940.53,19.58,64,15.17,30987.99,3.7,Competitor B,630060.11,18.74,Asia,65+,Year-Round,In-Store,No,3.47
2023-11-12,Beauty,831808.43,376440.29,1338,455368.14,33.07,80,6.83,17161.15,5.0,Competitor C,768896.82,25.51,Europe,36-50,Year-Round,Both,Yes,5.73
2020-09-10,Home Goods,636870.05,259342.76,1212,377527.29,45.26,70,15.4,81709.75,3.5,Competitor B,630367.64,5.65,North America,26-35,Seasonal,In-Store,No,6.08
2020-01-15,Beauty,127166.13,57370.85,972,69795.28,48.84,88,16.58,68197.4,4.7,Competitor C,792634.95,7.67,Europe,26-35,Year-Round,Online,Yes,3.74
2021-02-03,Sports & Outdoors,830486.37,374706.45,4652,455779.92,42.87,66,16.47,53505.93,4.0,Competitor B,535327.94,7.39,Europe,51-65,Year-Round,In-Store,Yes,9.28
2017-10-05,Beauty,862876.79,445437.28,1778,417439.51,31.42,92,11.42,65269.05,4.2,Competitor B,587008.7,6.09,South America,36-50,Year-Round,In-Store,No,7.1
2023-08-04,Home Goods,932946.52,480839.96,1778,452106.56,44.78,94,10.12,82231.09,3.9,Competitor B,597602.72,23.04,South America,65+,Year-Round,Online,No,6.33
2024-12-09,Home Goods,210122.64,112853.81,3676,97268.83,27.48,81,6.85,66905.22,5.0,Competitor A,650115.61,10.77,Europe,36-50,Seasonal,Online,No,9.99
2024-02-19,Beauty,819949.69,410592.72,2779,409356.97,24.9,93,14.22,10209.9,3.8,Competitor B,639634.52,18.28,North America,65+,Year-Round,In-Store,No,2.76
2022-06-20,Electronics,586478.81,311255.2,1908,275223.61,17.49,76,12.52,56249.31,3.6,Competitor A,557891.18,17.1,North America,36-50,Seasonal,Both,Yes,5.86
2019-07-30,Home Goods,631024.49,374474.8,2382,256549.69,17.44,85,7.55,90605.76,4.4,Competitor C,540560.48,14.67,Africa,36-50,Seasonal,Both,Yes,7.79
2020-01-10,Beauty,467568.52,260371.04,1197,207197.48,36.81,73,8.98,53480.05,3.8,Competitor C,636596.53,10.35,South America,36-50,Seasonal,Both,Yes,1.06
2022-05-27,Electronics,436183.61,234179.16,3971,202004.45,17.69,63,9.22,65406.04,4.1,Competitor A,736170.34,21.24,Africa,51-65,Year-Round,In-Store,No,6.2
2017-10-17,Home Goods,420805.77,190340.21,911,230465.56,22.2,68,8.46,77440.63,3.7,Competitor A,651248.78,21.7,Africa,18-25,Year-Round,Online,No,7.7
2023-05-28,Clothing,913661.7,447461.34,795,466200.36,34.67,68,16.31,75144.35,4.8,Competitor C,707505.15,5.64,Africa,26-35,Seasonal,Both,Yes,1.36
2017-05-06,Beauty,959692.32,457090.86,1311,502601.46,46.93,94,14.75,46837.08,4.5,Competitor C,704362.21,20.04,Asia,51-65,Seasonal,Both,No,7.38
2019-07-31,Sports & Outdoors,904761.91,379068.61,2871,525693.3,20.96,65,16.49,12669.21,3.9,Competitor A,664394.02,12.21,South America,18-25,Seasonal,In-Store,No,3.46
2018-02-27,Sports & Outdoors,592089.02,280403.11,2283,311685.91,39.47,84,19.99,56602.94,4.7,Competitor B,506022.02,26.75,Asia,36-50,Seasonal,Both,No,8.03
2022-08-19,Home Goods,262885.26,133047.29,1391,129837.97,45.17,83,15.67,26918.03,3.9,Competitor B,671795.32,16.13,North America,18-25,Year-Round,In-Store,Yes,6.61
2018-04-14,Beauty,433867.93,228851.03,4870,205016.9,44.04,79,8.87,68488.14,4.3,Competitor C,742215.72,10.69,South America,36-50,Seasonal,Online,No,3.48
2022-11-27,Clothing,611759.32,366826.28,3410,244933.04,40.65,83,17.37,23410.82,3.6,Competitor A,670902.73,19.84,Europe,26-35,Year-Round,Online,No,4.8
2022-01-22,Electronics,408018.73,242710.79,3618,165307.94,47.74,80,18.68,22874.82,3.7,Competitor C,563811.95,21.33,South America,65+,Year-Round,Both,Yes,6.22
2024-06-13,Electronics,940554.98,424615.52,3734,515939.46,22.76,89,13.23,52288.26,4.3,Competitor A,688662.0,12.0,Asia,18-25,Year-Round,Online,Yes,9.45
2017-01-30,Clothing,814485.04,483633.62,3987,330851.42,47.14,63,13.76,43999.67,4.2,Competitor C,789230.17,7.39,North America,36-50,Seasonal,Online,No,1.68
2022-03-06,Home Goods,831015.08,403529.99,2738,427485.09,20.68,84,19.36,15051.33,4.6,Competitor C,612305.05,5.65,Europe,26-35,Year-Round,Both,Yes,5.54
2023-08-28,Home Goods,824441.04,351701.3,4447,472739.74,49.43,65,16.75,67670.12,3.7,Competitor B,693868.13,23.17,Europe,26-35,Seasonal,Online,Yes,2.48
2021-05-03,Clothing,271109.41,131147.77,4019,139961.64,40.55,76,11.92,80189.67,4.9,Competitor C,659390.79,24.56,Africa,36-50,Seasonal,Both,No,4.35
2022-08-20,Sports & Outdoors,802657.14,419840.55,4902,382816.59,38.59,70,6.5,48942.77,4.3,Competitor A,733183.54,10.45,Asia,36-50,Year-Round,Both,Yes,7.72
2018-02-18,Home Goods,233825.47,124714.0,1684,109111.47,41.86,88,15.08,69502.09,4.7,Competitor C,646061.52,21.55,Asia,51-65,Seasonal,Online,Yes,2.54
2019-04-22,Electronics,890944.92,446762.25,808,444182.67,18.83,74,8.25,48946.25,4.4,Competitor B,708956.25,16.94,North America,51-65,Seasonal,Online,No,4.87
2024-08-03,Beauty,602988.34,304698.27,3226,298290.07,21.38,72,8.55,45395.15,4.3,Competitor B,622813.33,9.17,North America,65+,Year-Round,Both,Yes,2.34
2024-06-03,Sports & Outdoors,801970.36,368039.96,918,433930.4,17.71,74,13.11,19834.14,4.2,Competitor A,741662.7,8.87,Africa,65+,Seasonal,Online,No,7.49
2017-06-02,Sports & Outdoors,729824.39,411570.26,3214,318254.13,23.12,77,5.9,50502.78,4.4,Competitor B,721774.07,7.31,Europe,65+,Year-Round,Both,No,1.04
2017-10-21,Sports & Outdoors,686493.55,351002.03,3301,335491.52,28.59,68,7.16,49941.34,3.6,Competitor B,718447.15,5.49,South America,36-50,Seasonal,Both,Yes,7.13
2018-12-13,Electronics,877501.25,510437.18,1880,367064.07,17.91,63,10.93,14588.56,3.8,Competitor C,619563.54,22.9,Europe,36-50,Seasonal,Both,Yes,2.15
2019-04-03,Sports & Outdoors,694358.74,404959.03,583,289399.71,15.14,71,13.32,86389.72,3.8,Competitor B,692847.5,8.5,North America,18-25,Year-Round,In-Store,No,6.12
2021-05-17,Beauty,294400.71,162489.56,4604,131911.15,12.81,95,9.86,95022.57,4.7,Competitor C,780044.06,21.16,Asia,65+,Seasonal,Online,Yes,8.41
2022-09-20,Home Goods,626887.0,270401.25,4859,356485.75,18.87,91,17.0,24529.41,3.5,Competitor C,543246.18,11.38,North America,26-35,Seasonal,In-Store,No,1.79
2021-10-14,Clothing,783503.39,364287.75,638,419215.64,16.29,93,19.8,42762.85,4.5,Competitor B,682413.9,5.35,South America,51-65,Seasonal,In-Store,Yes,7.47
2020-04-04,Clothing,219291.15,102835.5,3512,116455.65,46.83,80,10.3,65367.82,4.9,Competitor C,640458.53,26.53,South America,51-65,Year-Round,Online,No,7.48
2024-10-25,Electronics,340224.07,145444.34,2545,194779.73,15.56,87,12.24,76590.65,4.8,Competitor B,661195.73,22.64,Asia,36-50,Seasonal,Both,Yes,8.35
2023-10-16,Electronics,323494.97,177993.84,2459,145501.13,15.01,94,6.55,49768.55,3.5,Competitor A,652545.53,21.94,North America,26-35,Seasonal,Both,Yes,2.23
2024-05-28,Home Goods,938758.69,466837.0,2604,471921.69,17.95,89,11.5,10170.82,4.3,Competitor A,558471.11,11.71,North America,36-50,Year-Round,Both,No,9.57
2021-08-16,Clothing,256235.33,113486.07,531,142749.26,10.76,94,18.79,79398.68,4.4,Competitor B,727319.37,19.8,South America,18-25,Seasonal,Online,Yes,2.71
2023-08-24,Beauty,462279.04,266195.7,2615,196083.34,22.92,78,15.03,17249.15,3.7,Competitor B,769392.25,5.5,North America,26-35,Year-Round,Online,No,2.75
2019-01-07,Home Goods,565716.97,238486.97,3919,327230.0,15.33,94,14.25,89384.89,4.5,Competitor C,712361.59,20.25,Asia,65+,Seasonal,In-Store,Yes,3.04
2021-02-01,Sports & Outdoors,527924.25,251927.0,3637,275997.25,21.46,65,17.73,65831.9,4.7,Competitor C,749054.74,24.85,South America,18-25,Year-Round,Online,No,3.52
2019-05-11,Beauty,971837.65,560393.41,2097,411444.24,22.32,92,12.96,63779.62,4.1,Competitor A,796328.51,17.57,Asia,36-50,Seasonal,Both,No,5.3
2021-08-09,Electronics,993624.09,518615.68,936,475008.41,25.21,72,10.47,40265.42,3.8,Competitor B,533470.37,26.06,Asia,36-50,Year-Round,Both,Yes,3.09
2020-12-28,Home Goods,720219.9,348860.94,2744,371358.96,43.45,90,16.94,84081.46,4.8,Competitor B,674254.59,10.31,South America,26-35,Seasonal,In-Store,Yes,1.97
2017-04-01,Clothing,320748.3,168752.84,4791,151995.46,32.51,82,9.23,99888.2,4.2,Competitor C,540988.83,26.56,Asia,18-25,Seasonal,Online,Yes,3.62
2017-01-12,Home Goods,973601.41,573101.69,4134,400499.72,13.53,65,12.26,65445.54,3.9,Competitor A,589385.06,16.31,Africa,51-65,Seasonal,Online,Yes,7.72
2023-10-27,Beauty,807443.44,330715.84,4577,476727.6,29.29,61,7.34,33225.33,4.2,Competitor A,623542.83,11.97,North America,26-35,Seasonal,In-Store,No,4.42
2020-02-06,Beauty,496385.34,225232.31,741,271153.03,33.05,61,6.67,42632.01,4.1,Competitor C,539840.44,18.57,North America,36-50,Seasonal,Both,Yes,3.64
2018-07-10,Sports & Outdoors,109059.48,61955.14,4786,47104.34,12.69,87,11.72,42252.04,4.7,Competitor B,579982.58,29.12,North America,36-50,Seasonal,Online,Yes,4.5
2017-11-22,Home Goods,976764.89,501262.56,2101,475502.33,35.63,83,14.95,24409.7,4.6,Competitor A,610217.47,7.13,North America,18-25,Seasonal,Both,No,7.66
2022-12-30,Sports & Outdoors,558154.83,293914.32,2601,264240.51,30.79,82,5.98,94791.62,4.8,Competitor A,561787.75,13.04,Asia,51-65,Seasonal,Both,Yes,3.0
2023-11-13,Sports & Outdoors,534916.43,228964.14,1791,305952.29,39.23,64,10.99,44410.25,4.0,Competitor B,766168.12,21.22,Europe,18-25,Year-Round,In-Store,Yes,2.57
2024-04-15,Beauty,328216.17,182812.68,2508,145403.49,34.21,60,17.25,11280.05,4.4,Competitor A,537759.23,24.41,Europe,18-25,Seasonal,In-Store,Yes,4.14
2017-11-14,Sports & Outdoors,237284.39,122898.94,1586,114385.45,17.76,65,19.85,99850.09,3.9,Competitor C,543828.14,12.75,Africa,51-65,Seasonal,In-Store,No,2.24
2023-03-29,Home Goods,908197.8,428404.92,2766,479792.88,30.39,93,7.13,94343.24,4.9,Competitor A,596657.94,25.56,South America,51-65,Year-Round,Both,Yes,4.78
2019-07-15,Home Goods,830180.06,399219.04,4010,430961.02,23.89,92,6.41,29857.31,4.0,Competitor C,747103.37,26.92,Africa,36-50,Year-Round,In-Store,No,9.6
2017-10-21,Electronics,703433.46,410664.53,596,292768.93,31.65,84,11.37,97591.7,4.3,Competitor C,525421.61,18.93,Europe,26-35,Seasonal,In-Store,Yes,1.66
2019-04-20,Sports & Outdoors,418503.56,210569.29,2887,207934.27,15.1,74,6.22,64917.44,4.6,Competitor B,685118.72,29.21,Africa,36-50,Year-Round,In-Store,No,1.31
2020-09-25,Beauty,397012.49,223119.98,2111,173892.51,49.98,62,7.04,56500.5,4.4,Competitor C,761094.25,28.37,Europe,18-25,Seasonal,Both,No,8.65
2020-04-08,Electronics,801003.85,473410.29,724,327593.56,15.46,94,15.57,12502.42,4.1,Competitor C,723942.68,10.04,Asia,36-50,Year-Round,Both,No,3.31
2024-05-31,Beauty,590300.93,245385.55,4507,344915.38,47.44,65,11.93,75094.49,3.7,Competitor B,780146.06,12.8,Europe,18-25,Seasonal,Both,Yes,3.75
2021-09-07,Beauty,402918.32,221697.37,1660,181220.95,36.85,86,15.62,93516.23,5.0,Competitor C,528816.86,22.4,Asia,65+,Seasonal,Online,No,5.85
2022-07-28,Sports & Outdoors,745986.36,326011.05,984,419975.31,48.66,89,17.23,23333.76,3.6,Competitor B,537058.06,7.75,South America,26-35,Year-Round,Online,Yes,3.58
2017-05-18,Beauty,930564.26,526729.89,912,403834.37,48.93,83,14.53,32920.84,3.6,Competitor A,603166.49,10.96,North America,18-25,Seasonal,Online,No,4.53
2019-05-27,Beauty,810246.5,480594.56,960,329651.94,43.8,93,19.13,76187.61,4.7,Competitor A,750230.39,28.06,Asia,65+,Seasonal,In-Store,Yes,8.92
2023-01-06,Electronics,101887.98,59037.07,842,42850.91,23.25,76,11.95,64547.11,3.6,Competitor B,627618.75,17.62,Asia,65+,Year-Round,Both,Yes,8.16
2020-10-11,Sports & Outdoors,285160.51,166629.73,1936,118530.78,43.17,88,9.72,58074.81,4.6,Competitor C,765484.29,10.65,Europe,51-65,Seasonal,Both,No,5.51
2024-10-24,Home Goods,575547.36,295282.76,1949,280264.6,21.89,85,19.15,49426.02,4.2,Competitor B,557344.4,26.88,Africa,51-65,Year-Round,Both,No,6.07
2022-07-17,Sports & Outdoors,789808.42,343102.01,4997,446706.41,22.86,94,8.25,83748.16,3.5,Competitor A,600178.42,9.74,Africa,18-25,Seasonal,In-Store,No,5.95
2024-12-21,Beauty,716744.47,307603.88,513,409140.59,31.83,88,6.05,80528.93,3.9,Competitor B,684545.09,22.43,North America,18-25,Year-Round,Online,No,4.42
2017-11-29,Beauty,892150.38,380923.14,1543,511227.24,42.94,73,16.43,27687.48,4.2,Competitor C,638895.91,29.46,South America,65+,Year-Round,Both,Yes,4.7
2022-12-25,Electronics,596868.71,346282.36,981,250586.35,28.49,65,9.03,18400.42,4.1,Competitor A,698993.71,15.36,Europe,26-35,Year-Round,Both,Yes,5.21
2023-11-30,Home Goods,306800.7,138148.19,4029,168652.51,10.37,75,19.05,19446.94,4.2,Competitor B,512102.85,29.83,Asia,18-25,Seasonal,Online,No,8.25
2017-01-22,Home Goods,826074.81,373354.82,4602,452719.99,27.68,92,12.31,16138.61,3.8,Competitor B,681632.3,10.67,Asia,18-25,Seasonal,In-Store,Yes,3.18
2018-10-31,Electronics,255162.31,136495.36,1017,118666.95,20.6,61,14.51,84968.54,3.6,Competitor B,727056.43,21.9,Europe,36-50,Year-Round,In-Store,No,8.45
2024-11-21,Sports & Outdoors,818258.44,357351.75,1820,460906.69,31.08,60,19.41,12943.82,4.4,Competitor A,675937.76,14.37,Europe,26-35,Year-Round,Both,Yes,8.02
2018-04-03,Clothing,719161.58,342243.62,1158,376917.96,49.23,71,5.98,22562.85,4.8,Competitor C,581089.75,10.81,Africa,51-65,Seasonal,In-Store,Yes,8.27
2019-05-12,Electronics,612981.04,363988.61,4457,248992.43,26.55,79,12.61,89864.9,3.6,Competitor C,575561.24,18.84,Europe,51-65,Seasonal,Both,No,3.84
2019-01-20,Clothing,109105.26,45826.13,2771,63279.13,46.25,94,16.23,73475.29,4.9,Competitor A,521900.29,21.8,Europe,51-65,Seasonal,In-Store,Yes,5.74
2018-03-11,Electronics,617259.75,296822.02,3957,320437.73,28.27,91,16.49,69708.36,4.2,Competitor B,706096.47,23.38,North America,65+,Seasonal,Online,No,1.84
2024-02-03,Sports & Outdoors,955862.62,540245.53,4164,415617.09,35.46,82,9.33,97173.32,3.9,Competitor B,527035.88,10.44,Africa,36-50,Seasonal,Both,No,8.13
2019-01-03,Electronics,589430.01,306004.23,791,283425.78,29.86,64,16.86,91448.84,4.7,Competitor C,602491.01,21.35,Africa,51-65,Seasonal,Both,Yes,2.69
2020-01-13,Sports & Outdoors,671967.24,324989.55,3475,346977.69,21.96,84,11.15,85045.89,3.9,Competitor B,725022.08,26.7,Europe,36-50,Year-Round,In-Store,Yes,7.09
2018-07-10,Electronics,729671.48,337560.74,3657,392110.74,34.65,87,16.46,83994.21,3.9,Competitor A,771863.13,24.24,Asia,36-50,Seasonal,Online,No,7.11
2019-03-18,Electronics,613204.81,308174.73,968,305030.08,45.25,67,11.47,28551.1,4.7,Competitor C,691903.27,25.65,South America,36-50,Seasonal,Both,No,8.36
2024-12-01,Home Goods,402249.61,236275.45,3875,165974.16,32.58,87,10.14,93449.17,4.0,Competitor B,585706.9,15.42,Africa,36-50,Year-Round,In-Store,Yes,5.75
2022-02-25,Sports & Outdoors,809783.39,471354.55,822,338428.84,48.48,89,16.57,19775.09,3.8,Competitor B,757079.37,17.21,North America,65+,Seasonal,In-Store,Yes,2.16
2024-01-14,Beauty,747163.98,437163.27,3315,310000.71,46.6,60,19.86,49277.86,3.7,Competitor A,583042.78,10.59,Africa,65+,Seasonal,Both,Yes,8.33
2017-09-18,Home Goods,154268.74,89760.75,736,64507.99,47.0,94,10.83,55056.31,4.5,Competitor B,701240.19,21.99,North America,65+,Seasonal,Both,Yes,4.88
2017-02-26,Beauty,448049.15,201742.53,3537,246306.62,18.94,86,19.69,28045.41,4.7,Competitor C,621275.42,18.57,South America,36-50,Year-Round,Both,No,9.6
2022-04-01,Beauty,969383.06,533731.04,4336,435652.02,31.4,69,11.33,38716.38,4.9,Competitor C,541311.96,12.63,Europe,51-65,Year-Round,In-Store,No,9.18
2023-01-11,Home Goods,649862.51,302451.1,3448,347411.41,18.74,64,17.57,83505.15,3.6,Competitor C,669852.16,18.83,South America,65+,Seasonal,In-Store,No,8.83
2023-04-12,Electronics,121275.31,71170.26,3569,50105.05,45.63,82,14.1,99435.19,4.2,Competitor A,769360.08,14.9,Europe,65+,Seasonal,Online,No,7.39
2024-01-04,Home Goods,897621.14,365547.64,3034,532073.5,42.47,88,7.9,53246.51,4.5,Competitor B,705902.1,25.74,Europe,36-50,Year-Round,Both,No,3.04
2023-04-15,Clothing,847995.85,339691.37,2254,508304.48,22.68,91,10.09,34086.0,4.2,Competitor C,628561.61,26.45,Europe,18-25,Seasonal,Both,Yes,2.96
2017-10-27,Beauty,605576.12,349166.27,3678,256409.85,25.32,63,5.4,50688.68,4.0,Competitor C,571500.48,13.84,Asia,18-25,Year-Round,Both,Yes,5.2
2017-02-20,Electronics,807552.72,333886.76,2342,473665.96,31.61,71,16.05,69431.22,3.7,Competitor A,725450.14,14.11,South America,36-50,Seasonal,In-Store,Yes,5.08
2023-04-21,Sports & Outdoors,341946.84,173980.98,2919,167965.86,11.18,75,5.96,87026.16,4.7,Competitor A,515270.43,18.86,Africa,18-25,Year-Round,Online,Yes,8.37
2018-01-10,Electronics,275590.3,146182.23,1914,129408.07,22.97,86,13.77,93422.49,4.8,Competitor C,573699.95,26.14,Africa,26-35,Year-Round,Both,Yes,6.47
2017-10-09,Electronics,812586.58,395565.57,2636,417021.01,38.36,74,8.21,86957.42,4.4,Competitor A,730452.99,22.15,South America,51-65,Seasonal,Online,Yes,5.11
2018-04-18,Home Goods,411483.33,239825.61,2492,171657.72,39.56,63,6.99,36755.44,4.8,Competitor B,721100.15,24.49,South America,18-25,Seasonal,Online,Yes,2.12
2022-02-01,Beauty,774743.39,351875.1,3071,422868.29,33.19,89,8.58,48798.37,3.7,Competitor A,716589.73,18.37,North America,36-50,Year-Round,Both,Yes,9.47
2022-09-13,Home Goods,710751.87,289140.14,4735,421611.73,29.71,61,13.7,94936.13,4.6,Competitor A,787467.57,11.58,Africa,51-65,Seasonal,In-Store,No,7.03
2020-12-10,Sports & Outdoors,627333.0,344041.28,655,283291.72,44.21,79,18.7,32148.02,4.4,Competitor A,603403.17,20.86,Asia,18-25,Year-Round,Online,Yes,9.79
2019-08-26,Clothing,984551.0,477177.4,914,507373.6,32.09,75,17.54,11548.48,4.3,Competitor A,637211.07,13.27,Europe,65+,Seasonal,In-Store,Yes,6.06
2022-02-23,Clothing,903382.82,411850.54,4704,491532.28,43.4,72,15.67,84564.32,4.6,Competitor B,769354.04,13.47,Africa,51-65,Year-Round,Both,Yes,6.5
2024-11-12,Beauty,433568.32,237790.45,1520,195777.87,26.95,95,19.67,54745.76,4.5,Competitor B,754952.91,16.43,Africa,36-50,Seasonal,In-Store,Yes,9.01
2019-09-24,Sports & Outdoors,741792.41,440365.81,4832,301426.6,18.76,63,16.8,88700.01,4.6,Competitor C,595676.7,26.09,Asia,18-25,Seasonal,In-Store,No,5.84
